return_stock(+1), return_stock(0), return_stock_market(+1), return_stock_market(0), PE_ratio, PE_ratio_market, alpha, beta
0.20356963414790252, 0.7113181344702995, 0.14918875317408697, 0.27531022076892175, 6.466, 70.91, -0.010336319701481701, 1.9144491523487652
0.7113181344702995, -0.5887315524500593, 0.27531022076892175, -0.3930247547015634, 28.72, 21.46, -0.004269165812908041, 1.908686143796811
0.1363484542998159, -0.30078669772188693, 0.07318044396678358, 0.1513358312909474, 17.9, 18.07, 0.007326925485878306, 1.475920976416286
-0.30078669772188693, -0.2331096791337275, 0.1513358312909474, 0.06722617368871497, 25.28, 19.99, 0.034094021909758014, 2.0690757023616952
0.754372531778875, 0.8879388083680166, 0.10606276900063549, 0.26269486067218084, 42.46, 31.43, 0.03470341732290292, 1.761155915250292
0.3243361045632287, 0.4849224201802915, 0.16787108712088417, 0.30967013907108987, 58.75, 19.6, 0.005330405547192784, 1.4316362823186004
0.4849224201802915, -0.23875653502922622, 0.30967013907108987, -0.105181714764772, 230, 24.97, 0.0038601406216910127, 1.1410317882525034
-0.23875653502922622, 0.4111623842415568, -0.105181714764772, 0.220018683543743, 83.04, 23.59, 0.008291369168910148, 0.9860401255650488
0.44422950839839603, 0.07982066084349548, 0.13090171756556535, 0.02133033757396574, 24.39, 20.02, -0.0016052275768999365, 1.0868519207406466
0.07982066084349548, 0.056900140180950576, 0.02133033757396574, 0.14694808000852455, 23.82, 18.15, -0.0011979088250399714, 1.0711462691270983
0.056900140180950576, 0.4135611437677573, 0.14694808000852455, 0.3104696113507317, 49.24, 17.03, 0.0057112689638535215, 0.9506849877566108
-0.07243825249543578, 0.1012950014007028, 0.15941462578424703, 0.026175820173115483, 16.57, 16.3, 0.00778344988684652, 1.0943752001271785
0.1012950014007028, 0.24735274959101905, 0.026175820173115483, 0.14918906303827462, 23.09, 20.7, 0.004893670526011081, 1.0763687124804793
